,id,price_area,area,zipcode_price,condition,max_price_buy,min_price_sell,profit,lat,long,road,house_number,city,county,state,neighbourhood
27,2799800710,124.3801652892562,2420,164.37751700790727,3,301000.0,397793.5911591356,96793.59115913563,47.3663,-122.122,Southeast 263rd Street,16426,NA,King County,Washington,Stonefield
28,5072410070,200.47637951568083,2519,226.19711961913,5,505000.0,569790.5443205885,64790.544320588466,47.4428,-122.344,6th Place Southwest,17551,NA,King County,Washington,
29,1189001180,256.0240963855422,1660,367.5141768402908,3,425000.0,610073.5335548827,185073.53355488274,47.6113,-122.297,27th Avenue,942,Seattle,King County,Washington,
30,3253500160,114.66606498194946,2770,312.2418536044306,5,317625.0,864909.9344842728,547284.9344842728,47.5747,-122.304,22nd Avenue South,3214,Seattle,King County,Washington,
31,3394100030,358.45588235294116,2720,475.4356109509919,3,975000.0,1293184.861786698,318184.861786698,47.5815,-122.192,111th Avenue Southeast,NA,Bellevue,King County,Washington,
32,3717000160,128.125,2240,151.34796637948654,3,287000.0,339019.44469004986,52019.44469004986,47.3378,-122.257,South 295th Court,6110,NA,King County,Washington,
33,1802000060,414.0625,3200,475.4356109509919,3,1325000.0,1521393.955043174,196393.9550431741,47.6303,-122.215,94th Avenue Northeast,2178,NA,King County,Washington,
34,8820901275,207.63636363636363,2750,282.6698862086409,5,571000.0,777342.1870737624,206342.1870737624,47.7168,-122.287,38th Avenue Northeast,12042,Seattle,King County,Washington,
35,5416510140,151.26050420168067,2380,173.72594528431705,3,360000.0,413467.74977667455,53467.74977667455,47.3608,-122.036,Southeast 269th Street,22840,NA,King County,Washington,Rock Creek Meadows
36,4036801170,215.9090909090909,1760,301.7177311724625,3,380000.0,531023.2068635339,151023.20686353394,47.6034,-122.125,Southeast 7th Street,16111,Bellevue,King County,Washington,
37,1531000030,208.69565217391303,3450,210.0953556830966,3,720000.0,724828.9771066833,4828.9771066833055,47.342,-122.025,Black Bear Trail,NA,NA,King County,Washington,
38,5104520400,165.95744680851064,2350,173.72594528431705,3,390000.0,408255.97141814505,18255.971418145054,47.3512,-122.008,Maple Ridge Way Southeast,27989,NA,King County,Washington,Maple Woods
39,9418400240,175.74257425742573,2020,262.6216522949729,3,355000.0,530495.7376358452,175495.7376358452,47.5474,-122.291,32nd Avenue South,6018,Seattle,King County,Washington,Holly Park
40,2599001200,114.66165413533835,2660,155.81424006323968,5,305000.0,414465.87856821757,109465.87856821757,47.2909,-122.189,Fir Street Southeast,2020,NA,King County,Washington,
41,3342103156,166.4259927797834,2770,215.53612655026214,3,461000.0,597035.0705442261,136035.0705442261,47.5228,-122.199,Meadow Avenue North,3419,NA,King County,Washington,Kennydale
42,3869900162,325.24271844660194,1030,337.21803422469395,3,335000.0,347334.57525143476,12334.575251434755,47.5394,-122.387,California Avenue Southwest,7106,Seattle,King County,Washington,Morgan Junction
43,2791500270,122.97979797979798,1980,148.91982870319703,3,243500.0,294861.2608323301,51361.260832330096,47.2897,-122.372,Southwest 349th Place,3002,NA,King County,Washington,
44,4168000060,127.5,1200,148.91982870319703,3,153000.0,178703.79444383644,25703.794443836436,47.322,-122.351,12th Avenue Southwest,31218,NA,King County,Washington,
45,6021501535,272.1518987341772,1580,363.53553174214744,3,430000.0,574386.1401525929,144386.1401525929,47.687,-122.386,Jones Avenue Northwest,8002,Seattle,King County,Washington,Loyal Heights
46,6021501535,272.1518987341772,1580,363.53553174214744,3,430000.0,574386.1401525929,144386.1401525929,47.687,-122.386,Jones Avenue Northwest,8002,Seattle,King County,Washington,Loyal Heights
47,1483300570,274.24242424242425,3300,387.29252438969064,3,905000.0,1278065.330485979,373065.3304859791,47.5873,-122.249,64th Avenue Southeast,2688,NA,King County,Washington,McGilvra
48,3422049190,126.27551020408163,1960,154.21951345168029,3,247500.0,302270.24636529334,54770.24636529334,47.3576,-122.277,South 272nd Street,4419,NA,King County,Washington,Cambridge East
49,722079104,173.48066298342542,1810,173.72594528431705,5,314000.0,314443.9609646139,443.96096461388515,47.4109,-121.958,290th Avenue Southeast,21315,NA,King County,Washington,
50,7338200240,188.57758620689654,2320,219.34542694353868,3,437500.0,508881.39050900977,71381.39050900977,47.4838,-121.714,470th Avenue Southeast,12711,NA,King County,Washington,Riverpoint
51,1952200240,411.0289855072464,2070,423.80515710280974,5,850830.0,877276.6752028161,26446.675202816143,47.6415,-122.315,Boyer Avenue East,2509,Seattle,King County,Washington,Montlake
52,2450000295,372.6027397260274,2920,475.4356109509919,3,1088000.0,1388271.9839768962,300271.98397689615,47.5814,-122.196,108th Avenue Southeast,3190,Bellevue,King County,Washington,
53,6126500060,158.62980769230768,2080,224.44328553228075,3,329950.0,466842.033907144,136892.03390714398,47.5474,-122.295,Chief Sealth Trail,NA,Seattle,King County,Washington,Holly Park
54,8961960160,148.60681114551085,3230,151.34796637948654,3,480000.00000000006,488853.9314057415,8853.93140574143,47.3183,-122.253,R Street Northwest,1119,NA,King County,Washington,
55,3626039325,169.06392694063928,4380,363.53553174214744,3,740500.0,1592285.6290306058,851785.6290306058,47.6981,-122.368,Northwest 95th Street,820,Seattle,King County,Washington,Crown Hill
56,3362400431,326.1006289308176,1590,369.7990484066329,3,518500.0,587980.4869665463,69480.48696654628,47.6824,-122.347,North 74th Street,767,Seattle,King County,Washington,
57,3454800060,109.4267515923567,1570,175.3725318004723,3,171800.0,275334.8749267415,103534.87492674153,47.4965,-122.303,Military Road South,11834,NA,King County,Washington,
58,7278700070,275.0,2400,292.9187453584884,3,660000.0,703004.9888603722,43004.98886037222,47.7728,-122.386,Northwest 197th Street,NA,NA,King County,Washington,
59,3524049083,211.9047619047619,2100,262.6216522949729,5,445000.0,551505.4698194431,106505.46981944307,47.5299,-122.266,Seward Park Avenue South,7958,Seattle,King County,Washington,Dunlap
60,3275860240,264.6048109965636,2910,280.38632376692135,3,770000.0,815924.2021617411,45924.202161741094,47.6897,-122.098,Northeast 99th Way,18322,NA,King County,Washington,
61,8732020310,120.37037037037037,2160,148.91982870319703,3,260000.0,321666.8299989056,61666.829998905596,47.3129,-122.39,44th Place Southwest,32219,NA,King County,Washington,Twin Lakes
62,2331300505,354.5258620689655,2320,369.7990484066329,5,822500.0,857933.7923033884,35433.792303388356,47.6763,-122.352,North 65th Street,512,Seattle,King County,Washington,
63,7853210060,207.72946859903382,2070,211.03910854600852,3,430000.0,436850.95469023765,6850.954690237646,47.5319,-121.85,Southeast Gravenstein Court,36702,NA,King County,Washington,Eagle Nest
64,1243100136,198.48101265822785,3950,280.38632376692135,3,784000.0,1107525.9788793393,323525.9788793393,47.697,-122.072,NA,NA,NA,King County,Washington,
65,8929000270,225.4955223880597,2010,272.07088728906865,3,453246.0,546862.483451028,93616.483451028,47.5517,-121.998,Northeast Logan Street,NA,NA,King County,Washington,
66,2767602356,315.42056074766356,2140,382.9519753823742,3,675000.0,819517.2273182808,144517.22731828084,47.6734,-122.38,Northwest 61st Street,1722,Seattle,King County,Washington,Sunset Hill
67,3655000070,108.91089108910892,2020,157.11341446884097,3,220000.0,317369.0972270588,97369.09722705878,47.3309,-122.299,26th Place South,30204,NA,King County,Washington,
68,809001525,349.01960784313724,2550,433.4011951772738,3,890000.0,1105173.0477020482,215173.0477020482,47.6354,-122.353,2nd Avenue North,1816,Seattle,King County,Washington,
69,3224079105,177.68595041322314,2420,251.57228867661547,3,430000.0,608804.9385974094,178804.9385974094,47.5262,-121.943,299th Place Southeast,8485,NA,King County,Washington,
70,1994200024,357.34265734265733,1430,369.7990484066329,3,511000.0,528812.639221485,17812.639221485006,47.6873,-122.336,Wallingford Avenue North,8012,Seattle,King County,Washington,Licton Springs
71,6388930390,164.14141414141415,3960,215.53612655026214,3,650000.0,853523.0611390381,203523.06113903807,47.525,-122.172,Southeast 86th Place,12703,NA,King County,Washington,Olympus
72,8731900200,121.21212121212122,2640,148.91982870319703,3,320000.0,393148.34777644015,73148.34777644015,47.3135,-122.369,Southwest 322nd Street,2719,NA,King County,Washington,Twin Lakes
73,84000105,123.7864077669903,2060,225.49143113532367,3,255000.0,464512.34813876677,209512.34813876677,47.4877,-122.335,Southwest 129th Street,105,NA,King County,Washington,
74,3756500060,246.06741573033707,1780,265.95224836863713,3,438000.0,473395.0020961741,35395.00209617411,47.7171,-122.193,111th Avenue Northeast,13024,NA,King County,Washington,
75,7215720160,264.70588235294116,3400,268.63984611658105,3,900000.0,913375.4767963756,13375.476796375588,47.6012,-122.023,Southeast 8th Street,NA,NA,King County,Washington,
76,3574800520,230.89005235602093,1910,265.95224836863713,3,441000.0,507968.7943840969,66968.79438409692,47.7319,-122.224,88th Avenue Northeast,14413,NA,King County,Washington,
77,2558660270,234.1772151898734,1580,265.95224836863713,3,370000.0,420204.55242244666,50204.552422446664,47.7209,-122.168,129th Place Northeast,13415,NA,King County,Washington,
78,4330600435,182.05128205128204,1560,226.19711961913,3,284000.0,352867.5066058428,68867.50660584279,47.4776,-122.337,2nd Avenue Southwest,14003,NA,King County,Washington,
79,1999700045,233.5820895522388,1340,253.9714533761577,3,313000.0,340321.74752405134,27321.747524051345,47.7658,-122.339,Densmore Avenue North,18842,NA,King County,Washington,
80,1762600070,236.46907216494844,3880,343.16245412587455,3,917500.0,1331470.3220083932,413970.32200839324,47.6477,-122.182,118th Avenue Northeast,4114,NA,King County,Washington,
81,3881900445,203.0203045685279,1970,312.2418536044306,3,399950.0,615116.4516007283,215166.45160072832,47.5868,-122.308,19th Avenue South,1806,Seattle,King County,Washington,
82,2254502445,315.57377049180326,1220,367.5141768402908,3,385000.0,448367.2957451548,63367.295745154785,47.6101,-122.307,East Marion Street,1915,Seattle,King County,Washington,
83,9158100075,244.44444444444446,1350,292.9187453584884,3,330000.0,395440.3062339594,65440.30623395939,47.7224,-122.358,1st Avenue Northwest,12732,Seattle,King County,Washington,
84,3127200041,241.39344262295083,2440,265.95224836863713,5,589000.0,648923.4860194746,59923.48601947457,47.7044,-122.2,106th Avenue Northeast,11611,NA,King County,Washington,
85,6661200320,155.71428571428572,1050,173.72594528431705,3,163500.0,182412.2425485329,18912.2425485329,47.3848,-122.039,Southeast 242nd Street,22730,NA,King County,Washington,Parkhaven Place
86,11510310,266.77316293929715,3130,280.38632376692135,3,835000.0000000001,877609.1933904638,42609.19339046371,47.6993,-122.102,178th Court Northeast,11299,NA,King County,Washington,
87,1115810060,262.41614349775784,2230,280.38632376692135,3,585188.0,625261.5020002346,40073.502000234555,47.6647,-122.153,140th Place Northeast,NA,NA,King County,Washington,
88,9477200200,184.84848484848484,1650,265.95224836863713,3,305000.0,438821.20980825124,133821.20980825124,47.726,-122.191,113th Avenue Northeast,14004,NA,King County,Washington,
89,1432600560,140.2941176470588,1190,178.20436170206634,3,166950.0,212063.19042545895,45113.190425458946,47.4616,-122.184,118th Avenue Southeast,15859,NA,King County,Washington,
90,3996900125,216.9811320754717,1060,246.51903334038647,3,230000.0,261310.17534080966,31310.175340809656,47.7481,-122.3,27th Avenue Northeast,16400,NA,King County,Washington,Briarcrest
91,7549802535,214.72081218274113,1970,224.44328553228075,5,423000.0,442153.2724985931,19153.272498593084,47.5511,-122.312,16th Avenue South,5802,Seattle,King County,Washington,Van Asselt
92,3278600320,216.27906976744185,2150,292.79588004303434,3,465000.0,629511.1420925239,164511.14209252386,47.5488,-122.372,31st Avenue Southwest,5942,Seattle,King County,Washington,
93,2824079053,230.36649214659687,1910,252.30335060176503,3,440000.0,481899.3996493712,41899.39964937122,47.5385,-121.911,Preston Fall City Road Southeast,NA,NA,King County,Washington,
94,2222059065,153.09278350515464,1940,164.37751700790727,3,297000.0,318892.3829953401,21892.3829953401,47.3777,-122.165,132nd Avenue Southeast,25002,NA,King County,Washington,Kensington Heights
95,9526600140,277.827868852459,2440,280.38632376692135,3,677900.0,684142.6299912881,6242.629991288064,47.7073,-122.114,Northeast 120th Street,16820,NA,King County,Washington,
96,1222000055,200.27777777777777,900,226.19711961913,3,180250.0,203577.407657217,23327.407657217,47.4604,-122.339,4th Avenue Southwest,15836,NA,King County,Washington,Five Corners
97,6300000550,201.7391304347826,2300,253.9714533761577,3,463999.99999999994,584134.3427651627,120134.34276516276,47.7067,-122.343,Midvale Avenue North,10556,Seattle,King County,Washington,
98,8677300550,264.50892857142856,2240,265.67134229472754,3,592500.0,595103.8067401897,2603.8067401896697,47.6143,-122.017,Northeast 5th Place,24295,NA,King County,Washington,
99,1909600046,198.15022222222223,2250,225.49143113532367,3,445838.0,507355.72005447827,61517.72005447827,47.5133,-122.379,37th Avenue Southwest,10010,Seattle,King County,Washington,Arroyo Heights
100,1250202145,274.87179487179486,3900,312.2418536044306,3,1072000.0,1217743.2290572794,145743.22905727942,47.5884,-122.291,32nd Avenue South,1534,Seattle,King County,Washington,
101,5611500140,248.55072463768116,2760,268.63984611658105,3,686000.0,741445.9752817637,55445.975281763705,47.5836,-122.026,Southeast 28th Court,23417,NA,King County,Washington,
102,7138000260,159.97142857142856,1750,178.42860978855347,3,279950.0,312250.06712996855,32300.06712996855,47.398,-122.299,South 227th Place,2640,NA,King County,Washington,Pacific Ridge
103,705700390,162.37623762376236,2020,173.72594528431705,3,328000.0,350926.4094743204,22926.40947432042,47.3828,-122.023,Southeast 245th Street,23844,NA,King County,Washington,Belmont Woods
104,9264902050,107.14285714285714,2940,148.91982870319703,3,315000.0,437824.29638739926,122824.29638739926,47.3103,-122.339,Southwest 325th Place,229,NA,King County,Washington,Campus Landing Apartments
105,943100260,213.0,1000,252.30335060176503,3,213000.0,252303.35060176504,39303.350601765036,47.5687,-121.899,Southeast 42nd Street,33097,NA,King County,Washington,
106,3677400445,191.53225806451613,2480,224.44328553228075,5,475000.0,556619.3481200563,81619.34812005633,47.5575,-122.303,24th Avenue South,4921,Seattle,King County,Washington,
107,1762600320,272.6063829787234,3760,343.16245412587455,3,1024999.9999999999,1290290.8275132882,265290.82751328836,47.6489,-122.183,118th Avenue Northeast,4143,NA,King County,Washington,
108,4058000060,187.38738738738738,2220,210.0953556830966,5,416000.0,466411.6896164745,50411.6896164745,47.3459,-121.95,296th Avenue Southeast,28425,NA,King County,Washington,
109,7228500560,208.12182741116752,1970,367.5141768402908,3,410000.0,724002.9283753729,314002.9283753729,47.6136,-122.303,23rd Avenue,1419,Seattle,King County,Washington,
110,326069104,208.87728459530027,3830,244.2783502295297,3,800000.0,935586.0813790988,135586.08137909882,47.7641,-122.023,Northeast 188th Street,23726,NA,King County,Washington,
111,8150100045,253.0120481927711,830,292.79588004303434,3,210000.0,243020.5804357185,33020.5804357185,47.5308,-122.376,35th Avenue Southwest,7936,Seattle,King County,Washington,High Point
112,1868901275,318.1818181818182,1430,354.14426149917773,2,455000.0,506426.29394382413,51426.29394382413,47.6727,-122.299,27th Avenue Northeast,6017,Seattle,King County,Washington,Ravenna
113,8029510030,132.4817518248175,2740,148.91982870319703,3,363000.0,408040.33064675983,45040.33064675983,47.3076,-122.395,49th Avenue Southwest,32830,NA,King County,Washington,Twin Lakes
114,1310430400,135.41666666666666,3360,178.20436170206634,3,454999.99999999994,598766.6553189429,143766.6553189429,47.4369,-122.111,172nd Court Southeast,18416,NA,King County,Washington,
115,1105000588,249.64285714285714,1400,262.6216522949729,3,349500.0,367670.313212962,18170.313212962006,47.5405,-122.27,51st Avenue South,6903,Seattle,King County,Washington,Brighton
116,3830630060,141.6184971098266,1730,155.156220666326,3,245000.0,268420.261752744,23420.261752743972,47.3507,-122.178,122nd Place Southeast,28015,NA,King County,Washington,
117,9407100800,207.3170731707317,1230,219.34542694353868,3,255000.0,269794.8751405526,14794.875140552584,47.4437,-121.772,426th Avenue Southeast,17394,NA,King County,Washington,Wilderness Rim
118,3325069129,250.0,2100,265.67134229472754,3,525000.0,557909.8188189279,32909.81881892786,47.6154,-122.047,219th Avenue Northeast,696,NA,King County,Washington,
119,2557000400,131.6425120772947,2070,148.91982870319703,3,272500.0,308264.0454156178,35764.04541561782,47.2988,-122.371,27th Place Southwest,33745,NA,King County,Washington,Twin Lakes
120,2976800796,181.53846153846155,1300,189.17252830749555,3,236000.0,245924.2867997442,9924.286799744208,47.5053,-122.255,63rd Avenue South,10658,Seattle,King County,Washington,
121,4235400186,306.48148148148147,1080,376.54634504868625,3,331000.0,406670.05265258113,75670.05265258113,47.6601,-122.4,West Government Way,3304,Seattle,King County,Washington,Lawton Park
122,4215100060,137.5800980022616,2653,161.10168036848606,3,365000.0,427402.7580175935,62402.75801759353,47.4145,-122.166,Southeast 209th Court,13021,NA,King County,Washington,Shadow Run
123,1126049053,201.57068062827224,3820,225.14308528697757,3,770000.0,860046.5857962543,90046.58579625434,47.7618,-122.261,62nd Avenue Northeast,18425,NA,King County,Washington,
124,9412900055,169.4560669456067,2390,262.6216522949729,3,405000.0,627665.7489849852,222665.74898498517,47.5362,-122.268,Seward Park Avenue South,7323,Seattle,King County,Washington,Dunlap
125,7202360350,222.85714285714286,3500,268.40018565787614,3,780000.0,939400.6498025665,159400.6498025665,47.6811,-122.025,236th Avenue Northeast,8925,NA,King County,Washington,
126,1509500060,136.02941176470588,2720,155.156220666326,3,370000.0,422024.9202124067,52024.92021240672,47.3846,-122.169,129th Avenue Southeast,24224,NA,King County,Washington,Kensington Heights
127,7214810350,186.8,2500,247.51201250344914,3,467000.0,618780.0312586229,151780.03125862288,47.7564,-122.144,147th Avenue Northeast,NA,NA,King County,Washington,
128,6647200060,242.51497005988023,1670,265.95224836863713,3,405000.0,444140.254775624,39140.254775624024,47.7198,-122.193,111th Court Northeast,13240,NA,King County,Washington,
129,9552700140,232.75862068965517,2900,299.0914758506965,3,675000.0,867365.2799670198,192365.2799670198,47.5461,-122.151,Southeast 63rd Street,14217,Bellevue,King County,Washington,
130,6073240060,176.82926829268294,3280,215.53612655026214,3,580000.0,706958.4950848598,126958.49508485978,47.5399,-122.181,119th Place Southeast,6933,NA,King County,Washington,
131,9297300045,279.18781725888323,1970,292.79588004303434,5,550000.0,576807.8836847777,26807.883684777655,47.5717,-122.375,33rd Avenue Southwest,3608,Seattle,King County,Washington,
132,9510920070,261.60714285714283,3360,268.63984611658105,3,878999.9999999999,902629.8829517124,23629.88295171247,47.5951,-122.017,Southeast 16th Place,24132,NA,King County,Washington,
133,8079030390,168.49056603773585,2650,207.24234574313533,3,446500.0,549192.2162193087,102692.21621930867,47.5084,-122.154,Northeast 18th Street,4809,NA,King County,Washington,
134,600000152,199.01477832512316,2030,224.44328553228075,3,404000.0,455619.86963052995,51619.86963052995,47.5586,-122.311,17th Avenue South,4915,Seattle,King County,Washington,South Seattle
135,1840000030,168.23899371069183,1590,169.00730625434264,3,267500.0,268721.6169444048,1221.6169444047846,47.4427,-122.274,Military Road South,17904,NA,King County,Washington,
136,3260800030,137.29508196721312,2440,157.11341446884097,3,335000.0,383356.73130397196,48356.73130397196,47.3494,-122.301,26th Avenue South,28089,NA,King County,Washington,
137,5104530560,102.27107843137254,2040,173.72594528431705,3,208633.0,354400.9283800068,145767.9283800068,47.3537,-122.0,256th Place Southeast,27669,NA,King County,Washington,
138,3204800200,200.3012048192771,3320,215.53612655026214,5,665000.0,715579.9401468703,50579.94014687033,47.5376,-122.18,Southeast 73rd Place,12001,NA,King County,Washington,
139,7994700030,121.08433734939759,1660,211.03910854600852,3,201000.0,350324.92018637416,149324.92018637416,47.529,-121.837,Southeast 80th Street,37800,NA,King County,Washington,
140,1328320800,156.4102564102564,1950,178.20436170206634,3,305000.0,347498.5053190294,42498.505319029384,47.4441,-122.125,Southeast 176th Place,16207,NA,King County,Washington,Fairwood Greens
141,7771300125,188.03088803088804,2590,253.9714533761577,5,487000.0,657786.0642442484,170786.06424424844,47.7357,-122.333,North 147th Street,2196,NA,King County,Washington,
142,325059286,260.2857142857143,3150,280.38632376692135,3,819900.0,883216.9198658023,63316.91986580228,47.6759,-122.151,142nd Avenue Northeast,8098,NA,King County,Washington,
143,7520000520,187.09677419354838,1240,225.49143113532367,3,232000.0,279609.3746078013,47609.37460780132,47.4957,-122.352,Southwest 120th Street,1326,NA,King County,Washington,Mount View
144,7520000520,187.09677419354838,1240,225.49143113532367,3,232000.0,279609.3746078013,47609.37460780132,47.4957,-122.352,Southwest 120th Street,1326,NA,King County,Washington,Mount View
145,7520000520,193.9516129032258,1240,225.49143113532367,3,240499.99999999997,279609.3746078013,39109.37460780135,47.4957,-122.352,Southwest 120th Street,1326,NA,King County,Washington,Mount View
146,7520000520,193.9516129032258,1240,225.49143113532367,3,240499.99999999997,279609.3746078013,39109.37460780135,47.4957,-122.352,Southwest 120th Street,1326,NA,King County,Washington,Mount View
147,3530210260,90.75082508250826,3030,244.2783502295297,3,274975.0,740163.401195475,465188.401195475,47.7721,-122.093,Northeast 199th Place,18398,NA,King County,Washington,
148,1665400045,186.375,1000,226.19711961913,2,186375.0,226197.11961913,39822.11961913001,47.472,-122.344,Southwest 146th Street,721,NA,King County,Washington,
149,3179100060,314.2857142857143,2800,405.15436773943867,3,880000.0,1134432.2296704282,254432.2296704282,47.669,-122.275,Pullman Avenue Northeast,4815,Seattle,King County,Washington,Hawthorne Hills
150,8078490390,162.98342541436463,1810,182.1062945278708,3,295000.0,329612.39309544617,34612.39309544617,47.1913,-122.012,Almadon Street,121,NA,King County,Washington,The Meadows
151,191100045,377.5100401606426,2490,387.29252438969064,5,940000.0,964358.3857303297,24358.385730329668,47.5639,-122.217,Southeast 46th Street,9140,NA,King County,Washington,
152,5009600070,132.6530612244898,1960,173.72594528431705,3,260000.0,340502.8527572614,80502.85275726143,47.3483,-122.052,Southeast 283rd Street,21656,NA,King County,Washington,Madisen Drive
153,200350070,191.09215017064847,2930,247.51201250344914,3,559900.0,725210.196635106,165310.196635106,47.7648,-122.164,132nd Avenue Northeast,18999,NA,King County,Washington,
154,405100295,186.61971830985917,1420,253.9714533761577,3,265000.0,360639.4637941439,95639.46379414393,47.7535,-122.354,North 171st Street,NA,NA,King County,Washington,
155,4268200055,140.80459770114942,1740,189.17252830749555,3,245000.0,329160.19925504224,84160.19925504224,47.4945,-122.22,South 121st Street,8916,Seattle,King County,Washington,
156,6414100671,170.0,2500,282.6698862086409,3,425000.0,706674.7155216022,281674.7155216022,47.7222,-122.32,Northeast 128th Street,819,Seattle,King County,Washington,
157,3969300030,165.0,1000,189.17252830749555,3,165000.0,189172.52830749555,24172.52830749555,47.4897,-122.24,74th Place South,12646,Seattle,King County,Washington,
158,3969300030,165.0,1000,189.17252830749555,3,165000.0,189172.52830749555,24172.52830749555,47.4897,-122.24,74th Place South,12646,Seattle,King County,Washington,
159,7374200030,154.8,2500,246.51903334038647,3,387000.0,616297.5833509662,229297.58335096622,47.7713,-122.307,21st Avenue Northeast,19599,NA,King County,Washington,
160,2757000030,376.6519823788546,2270,387.29252438969064,3,854999.9999999999,879154.0303645978,24154.030364597915,47.5603,-122.222,Southeast 48th Street,8770,NA,King County,Washington,
161,6607000126,170.45454545454547,2200,262.6216522949729,5,375000.0,577767.6350489403,202767.6350489403,47.543,-122.28,43rd Avenue South,6609,Seattle,King County,Washington,Brighton
