,id,date,price (US$),bedrooms,bathrooms,area(sqft),sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,yr_renovated,zipcode,lat,long,price/sqft,avg. zipcode price
16,1875500060,2014-07-31,395000.0,3,2.0,1890,14040,2.0,no,0,3,7,1890,1994,0,98019,47.7277,-121.962,208.994708994709,203.0017247765589
17,6865200140,2014-05-29,485000.0,4,1.0,1600,4300,1.5,no,0,4,7,1600,1916,0,98103,47.6648,-122.343,303.125,369.7990484066329
18,16000397,2014-12-05,189000.0,2,1.0,1200,9850,1.0,no,0,4,7,1200,1921,0,98002,47.3089,-122.21,157.5,151.17409095919788
19,7983200060,2015-04-24,230000.0,3,1.0,1250,9774,1.0,no,0,4,7,1250,1969,0,98003,47.3343,-122.306,184.0,157.11341446884097
20,6300500875,2014-05-14,385000.0,4,1.75,1620,4980,1.0,no,0,4,7,860,1947,0,98133,47.7025,-122.341,237.65432098765433,253.9714533761577
21,2524049179,2014-08-26,2000000.0,3,2.75,3050,44867,1.0,no,4,3,9,2330,1968,0,98040,47.5316,-122.233,655.7377049180328,387.29252438969064
22,7137970340,2014-07-03,285000.0,5,2.5,2270,6300,2.0,no,0,3,8,2270,1995,0,98092,47.3266,-122.169,125.55066079295155,155.81424006323968
23,8091400200,2014-05-16,252700.0,2,1.5,1070,9643,1.0,no,0,3,7,1070,1985,0,98030,47.3533,-122.166,236.16822429906543,155.156220666326
24,3814700200,2014-11-20,329000.0,3,2.25,2450,6500,2.0,no,0,4,8,2450,1985,0,98030,47.3739,-122.172,134.28571428571428,155.156220666326
25,1202000200,2014-11-03,233000.0,3,2.0,1710,4697,1.5,no,0,5,6,1710,1941,0,98002,47.3048,-122.218,136.25730994152048,151.17409095919788
26,1794500383,2014-06-26,937000.0,3,1.75,2450,2691,2.0,no,0,3,8,1750,1915,0,98119,47.6386,-122.36,382.44897959183675,432.2569983896907
27,3303700376,2014-12-01,667000.0,3,1.0,1400,1581,1.5,no,0,5,8,1400,1909,0,98112,47.6221,-122.314,476.42857142857144,438.63787203584127
28,5101402488,2014-06-24,438000.0,3,1.75,1520,6380,1.0,no,0,3,7,790,1948,0,98115,47.695,-122.304,288.1578947368421,354.14426149917773
29,1873100390,2015-03-02,719000.0,4,2.5,2570,7173,2.0,no,0,3,8,2570,2005,0,98052,47.7073,-122.11,279.76653696498056,280.38632376692135
30,8562750320,2014-11-10,580500.0,3,2.5,2320,3980,2.0,no,0,3,8,2320,2003,0,98027,47.5391,-122.07,250.2155172413793,251.57228867661547
31,2426039314,2014-12-01,280000.0,2,1.5,1190,1265,3.0,no,0,3,7,1190,2005,0,98133,47.7274,-122.357,235.2941176470588,253.9714533761577
32,461000390,2014-06-24,687500.0,4,1.75,2330,5000,1.5,no,0,4,7,1510,1929,0,98117,47.6823,-122.368,295.06437768240346,363.53553174214744
33,7589200193,2014-11-10,535000.0,3,1.0,1090,3000,1.5,no,0,4,8,1090,1929,0,98117,47.6889,-122.375,490.8256880733945,363.53553174214744
34,7955080270,2014-12-03,322500.0,4,2.75,2060,6659,1.0,no,0,3,7,1280,1981,0,98058,47.4276,-122.157,156.55339805825244,178.20436170206634
35,9547205180,2014-06-13,696000.0,3,2.5,2300,3060,1.5,no,0,3,8,1510,1930,2002,98115,47.6827,-122.31,302.60869565217394,354.14426149917773
36,9435300030,2014-05-28,550000.0,4,1.0,1660,34848,1.0,no,0,1,5,930,1933,0,98052,47.6621,-122.132,331.32530120481925,280.38632376692135
37,2768000400,2014-12-30,640000.0,4,2.0,2360,6000,2.0,no,0,4,8,2360,1904,0,98107,47.6702,-122.362,271.1864406779661,382.9519753823742
38,7895500070,2015-02-13,240000.0,4,1.0,1220,8075,1.0,no,0,2,7,890,1969,0,98001,47.3341,-122.282,196.72131147540983,151.34796637948654
39,2078500320,2014-06-20,605000.0,4,2.5,2620,7553,2.0,no,0,3,8,2620,1996,0,98056,47.5301,-122.18,230.91603053435114,215.53612655026214
40,5547700270,2014-07-15,625000.0,4,2.5,2570,5520,2.0,no,0,3,9,2570,2000,0,98074,47.6145,-122.027,243.19066147859922,265.67134229472754
41,7766200013,2014-08-11,775000.0,4,2.25,4220,24186,1.0,no,0,3,8,2600,1984,0,98166,47.445,-122.347,183.64928909952607,226.19711961913
42,7203220400,2014-07-07,861990.0,5,2.75,3595,5639,2.0,no,0,3,9,3595,2014,0,98053,47.6848,-122.016,239.77468706536857,268.40018565787614
43,9270200160,2014-10-28,685000.0,3,1.0,1570,2280,2.0,no,0,3,7,1570,1922,0,98119,47.6413,-122.364,436.30573248407643,432.2569983896907
44,1432701230,2014-07-29,309000.0,3,1.0,1280,9656,1.0,no,0,4,6,920,1959,0,98058,47.4485,-122.175,241.40625,178.20436170206634
45,8035350320,2014-07-18,488000.0,3,2.5,3160,13603,2.0,no,0,3,8,3160,2003,0,98019,47.7443,-121.977,154.43037974683546,203.0017247765589
46,8945200830,2015-03-25,210490.0,3,1.0,990,8528,1.0,no,0,3,6,990,1966,0,98023,47.3066,-122.371,212.6161616161616,148.91982870319703
47,4178300310,2014-07-16,785000.0,4,2.5,2290,13416,2.0,no,0,4,9,2290,1981,0,98007,47.6194,-122.151,342.7947598253275,290.04901987794375
48,9215400105,2015-04-28,450000.0,3,1.75,1250,5963,1.0,no,0,4,7,1250,1953,0,98115,47.6796,-122.301,360.0,354.14426149917773
49,822039084,2015-03-11,1350000.0,3,2.5,2753,65005,1.0,yes,2,5,9,2165,1953,0,98070,47.4041,-122.451,490.37413730475845,277.84968055579196
50,5245600105,2014-09-16,228000.0,3,1.0,1190,9199,1.0,no,0,3,7,1190,1955,0,98148,47.4258,-122.322,191.5966386554622,185.83206191582082
51,7231300125,2015-02-17,345000.0,5,2.5,3150,9134,1.0,no,0,4,8,1640,1966,0,98056,47.4934,-122.189,109.52380952380952,215.53612655026214
52,7518505990,2014-12-31,600000.0,3,1.75,1410,4080,1.0,no,0,4,7,1000,1950,0,98117,47.6808,-122.384,425.531914893617,363.53553174214744
53,3626039271,2015-02-05,585000.0,2,1.75,1980,8550,1.0,no,0,3,7,990,1981,0,98117,47.6989,-122.369,295.45454545454544,363.53553174214744
54,4217401195,2015-03-03,920000.0,5,2.25,2730,6000,1.5,no,0,3,8,2130,1927,0,98105,47.6571,-122.281,336.996336996337,405.15436773943867
55,9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,no,0,3,9,2830,1995,0,98105,47.6597,-122.29,312.7208480565371,405.15436773943867
56,9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,no,0,3,7,2250,2008,0,98042,47.3663,-122.114,130.0,164.37751700790727
57,2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,no,0,3,8,2420,2003,0,98042,47.3663,-122.122,124.3801652892562,164.37751700790727
58,7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,no,4,4,8,3250,1968,0,98008,47.588,-122.116,292.61538461538464,301.7177311724625
59,8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,no,0,3,8,1850,1991,0,98059,47.5059,-122.149,232.43243243243242,207.24234574313533
60,1516000055,2014-12-10,650000.0,3,2.25,2150,21235,1.0,no,3,4,8,1590,1959,0,98166,47.4336,-122.339,302.3255813953488,226.19711961913
61,9558200045,2014-08-28,289000.0,3,1.75,1260,8400,1.0,no,0,3,7,1260,1954,0,98148,47.4366,-122.335,229.36507936507937,185.83206191582082
62,5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,no,0,5,8,2519,1973,0,98166,47.4428,-122.344,200.47637951568083,226.19711961913
63,9528102996,2014-12-07,549000.0,3,1.75,1540,1044,3.0,no,0,3,8,1540,2014,0,98115,47.6765,-122.32,356.4935064935065,354.14426149917773
64,1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,no,0,3,7,1110,1979,0,98122,47.6113,-122.297,256.0240963855422,367.5141768402908
65,3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,no,0,5,7,1770,1925,0,98144,47.5747,-122.304,114.66606498194946,312.2418536044306
66,3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,no,0,3,10,2720,1989,0,98004,47.5815,-122.192,358.45588235294116,475.4356109509919
67,3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,no,0,3,7,2240,2005,0,98001,47.3378,-122.257,128.125,151.34796637948654
68,1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,no,0,4,7,1000,1968,0,98042,47.3621,-122.11,204.0,164.37751700790727
69,1802000060,2014-06-12,1325000.0,5,2.25,3200,20158,1.0,no,0,3,8,1600,1965,0,98004,47.6303,-122.215,414.0625,475.4356109509919
70,1525059190,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,no,0,4,11,3070,1973,0,98005,47.6525,-122.16,218.02935010482182,314.92923109821106
71,1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,no,0,4,7,1260,1972,0,98034,47.7362,-122.179,257.93650793650795,265.95224836863713
72,8820901275,2014-06-10,571000.0,4,2.0,2750,7807,1.5,no,0,5,7,2250,1916,0,98125,47.7168,-122.287,207.63636363636363,282.6698862086409
73,5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,no,0,3,8,2380,2005,0,98038,47.3608,-122.036,151.26050420168067,173.72594528431705
74,3444100400,2015-03-16,349000.0,3,1.75,1790,50529,1.0,no,0,5,7,1090,1965,0,98042,47.3511,-122.073,194.97206703910615,164.37751700790727
75,3276920270,2014-11-05,832500.0,4,4.0,3430,35102,2.0,no,0,4,10,2390,1986,0,98075,47.5822,-121.987,242.71137026239066,268.63984611658105
76,4036801170,2014-10-13,380000.0,4,1.75,1760,7300,1.0,no,0,3,7,880,1956,0,98008,47.6034,-122.125,215.9090909090909,301.7177311724625
77,2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,no,0,3,7,1040,1941,0,98116,47.5636,-122.394,461.53846153846155,348.550974198624
78,6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,no,0,4,7,910,1956,0,98133,47.7073,-122.34,290.78014184397165,253.9714533761577
79,1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,no,0,3,10,3450,2002,0,98010,47.342,-122.025,208.69565217391303,210.0953556830966
80,5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,no,0,3,8,2350,2003,0,98038,47.3512,-122.008,165.95744680851064,173.72594528431705
81,7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,no,0,3,7,1900,1992,0,98038,47.349,-122.031,189.47368421052633,173.72594528431705
82,9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,no,0,3,7,1010,1948,0,98118,47.5474,-122.291,175.74257425742573,262.6216522949729
83,1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,no,0,3,8,1680,1964,0,98059,47.4811,-122.149,211.9047619047619,207.24234574313533
84,1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,no,0,3,6,960,1952,0,98125,47.7264,-122.31,328.125,282.6698862086409
85,4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,no,0,3,9,1900,1925,0,98119,47.6337,-122.365,439.25233644859816,432.2569983896907
86,2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,no,0,5,7,2660,1961,0,98092,47.2909,-122.189,114.66165413533835,155.81424006323968
87,3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,no,0,3,9,1980,2006,0,98056,47.5228,-122.199,166.4259927797834,215.53612655026214
88,1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,no,0,4,7,1610,1979,0,98056,47.518,-122.194,133.54037267080744,215.53612655026214
89,3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,no,0,3,7,765,2006,0,98136,47.5394,-122.387,325.24271844660194,337.21803422469395
90,2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,no,0,3,7,1980,1988,0,98023,47.2897,-122.372,122.97979797979798,148.91982870319703
91,5036300431,2015-03-11,1099880.0,5,2.75,3520,6353,2.0,no,0,4,10,3520,2001,0,98199,47.6506,-122.391,312.46590909090907,376.54634504868625
92,4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,no,0,3,7,1200,1962,0,98023,47.322,-122.351,127.5,148.91982870319703
93,6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,no,0,3,8,1290,1939,0,98117,47.687,-122.386,272.1518987341772,363.53553174214744
94,6021501535,2014-12-23,700000.0,3,1.5,1580,5000,1.0,no,0,3,8,1290,1939,0,98117,47.687,-122.386,443.0379746835443,363.53553174214744
95,1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,no,0,3,7,2390,1946,1991,98040,47.5873,-122.249,274.24242424242425,387.29252438969064
96,3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,no,0,3,7,1960,1967,0,98032,47.3576,-122.277,126.27551020408163,154.21951345168029
97,1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,no,0,4,7,1160,1975,0,98023,47.3036,-122.378,171.55172413793105,148.91982870319703
98,722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,no,0,5,7,1210,1980,0,98038,47.4109,-121.958,173.48066298342542,173.72594528431705
99,7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,no,2,3,9,2320,1992,0,98045,47.4838,-121.714,188.57758620689654,219.34542694353868
100,1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,no,0,5,9,1270,1910,0,98102,47.6415,-122.315,411.0289855072464,423.80515710280974
101,5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,no,0,4,7,1440,1929,0,98117,47.6775,-122.372,280.3030303030303,363.53553174214744
102,7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,no,0,4,8,2190,1983,0,98077,47.7731,-122.08,319.61187214611874,244.2783502295297
103,2450000295,2014-10-07,1088000.0,3,2.5,2920,8113,2.0,no,0,3,8,2920,1950,2010,98004,47.5814,-122.196,372.6027397260274,475.4356109509919
104,6197800045,2014-09-24,290000.0,3,1.0,1210,33919,1.0,no,0,3,7,1210,1954,0,98058,47.4375,-122.184,239.6694214876033,178.20436170206634
105,1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,no,0,4,8,1460,1978,0,98058,47.4431,-122.133,160.25641025641025,178.20436170206634
106,546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,no,0,4,7,1170,1939,0,98117,47.6878,-122.38,275.4491017964072,363.53553174214744
107,3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,no,0,4,8,1240,1985,0,98198,47.3813,-122.322,152.01612903225808,178.42860978855347
108,1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,no,0,4,10,3140,1991,0,98077,47.7304,-122.082,216.56050955414014,244.2783502295297
109,3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,no,0,4,7,2030,1942,0,98052,47.6417,-122.109,231.5270935960591,280.38632376692135
110,9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,no,0,3,8,2310,1984,0,98027,47.5386,-122.053,258.76623376623377,251.57228867661547
111,3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,no,0,5,6,700,1905,0,98103,47.6823,-122.349,452.3809523809524,369.7990484066329
112,2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,no,0,4,7,1160,1980,0,98038,47.3624,-122.031,176.94805194805195,173.72594528431705
113,6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,no,2,3,7,1080,1971,0,98108,47.5474,-122.295,158.62980769230768,224.44328553228075
114,8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,no,3,3,9,2520,2001,0,98001,47.3183,-122.253,148.60681114551085,151.34796637948654
115,3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,no,0,3,8,2780,1900,1999,98117,47.6981,-122.368,169.06392694063928,363.53553174214744
116,3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,no,0,3,8,1590,2010,0,98103,47.6824,-122.347,326.1006289308176,369.7990484066329
117,4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,no,0,4,6,880,1945,0,98178,47.5009,-122.248,233.4375,189.17252830749555
118,3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,no,0,3,6,1570,1950,0,98168,47.4965,-122.303,109.4267515923567,175.3725318004723
119,1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,no,0,4,7,1610,1925,0,98144,47.587,-122.294,332.29813664596276,312.2418536044306
120,7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,no,2,3,8,1560,1964,0,98177,47.7728,-122.386,275.0,292.9187453584884
121,6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,no,0,3,7,1450,1987,0,98034,47.7288,-122.226,270.0,265.95224836863713
122,3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,no,0,3,6,770,1953,0,98117,47.6999,-122.364,512.987012987013,363.53553174214744
123,3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,no,0,5,7,1720,1924,0,98118,47.5299,-122.266,211.9047619047619,262.6216522949729
124,3275860240,2014-06-18,770000.0,3,2.25,2910,10204,2.0,no,0,3,9,2910,1990,0,98052,47.6897,-122.098,264.6048109965636,280.38632376692135
125,4389200955,2015-03-02,1450000.0,4,2.75,2750,17789,1.5,no,0,3,8,1980,1914,1992,98004,47.6141,-122.212,527.2727272727273,475.4356109509919
126,4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,no,2,3,8,1620,1967,0,98178,47.5091,-122.244,211.9047619047619,189.17252830749555
127,8732020310,2014-07-17,260000.0,4,2.25,2160,8811,1.0,no,0,3,8,1360,1978,0,98023,47.3129,-122.39,120.37037037037037,148.91982870319703
128,2331300505,2014-06-13,822500.0,5,3.5,2320,4960,2.0,no,0,5,7,1720,1926,0,98103,47.6763,-122.352,354.5258620689655,369.7990484066329
129,7853210060,2015-04-06,430000.0,4,2.5,2070,4310,2.0,no,0,3,7,2070,2004,0,98065,47.5319,-121.85,207.72946859903382,211.03910854600852
130,3668000070,2015-01-05,212000.0,3,1.75,1060,7875,1.0,no,0,4,7,1060,1986,0,98092,47.2761,-122.152,200.0,155.81424006323968
131,9545240070,2015-04-28,660500.0,4,2.25,2010,9603,1.0,no,0,3,8,1440,1986,0,98027,47.5343,-122.054,328.60696517412936,251.57228867661547
132,1243100136,2014-06-12,784000.0,3,3.5,3950,111078,1.5,no,0,3,9,2460,1989,0,98052,47.697,-122.072,198.48101265822785,280.38632376692135
133,8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,no,0,3,8,1390,2014,0,98029,47.5517,-121.998,225.4955223880597,272.07088728906865
134,2767602356,2015-01-26,675000.0,4,3.5,2140,2278,3.0,no,0,3,9,2140,2005,0,98107,47.6734,-122.38,315.42056074766356,382.9519753823742
135,921049315,2014-08-13,199000.0,3,1.75,1320,17390,1.0,no,0,4,7,1320,1956,0,98003,47.3257,-122.296,150.75757575757575,157.11341446884097
136,3655000070,2014-08-05,220000.0,4,1.75,2020,7840,1.0,no,0,3,7,1010,1968,0,98003,47.3309,-122.299,108.91089108910892,157.11341446884097
137,4027700812,2014-05-29,452000.0,4,2.25,2590,10002,1.0,no,0,4,8,1340,1968,0,98028,47.7689,-122.266,174.51737451737452,225.14308528697757
138,3992700335,2014-07-07,382500.0,2,1.0,1190,4440,1.0,no,0,3,6,1190,1981,0,98125,47.7135,-122.287,321.42857142857144,282.6698862086409
139,2767603505,2014-05-07,519950.0,3,2.25,1170,1249,3.0,no,0,3,8,1170,2014,0,98107,47.6722,-122.381,444.4017094017094,382.9519753823742
140,4232901525,2014-06-27,665000.0,2,1.0,1110,3200,1.0,no,0,3,7,1110,1925,0,98119,47.6338,-122.358,599.0990990990991,432.2569983896907
141,1777500060,2014-07-08,527700.0,5,2.5,2820,9375,1.0,no,0,4,8,1550,1968,0,98006,47.5707,-122.128,187.12765957446808,299.0914758506965
142,1432900240,2015-05-08,205000.0,3,1.0,1610,8579,1.0,no,0,4,7,1010,1962,0,98058,47.4563,-122.171,127.32919254658385,178.20436170206634
143,6140100875,2015-04-15,420000.0,3,1.0,1060,8097,1.0,no,0,4,7,940,1923,0,98133,47.7144,-122.351,396.22641509433964,253.9714533761577
144,6071600370,2015-02-27,500000.0,4,2.25,2030,8517,1.0,no,0,4,8,1380,1961,0,98006,47.5495,-122.174,246.30541871921181,299.0914758506965
145,1526069017,2014-12-03,921500.0,4,2.5,3670,315374,2.0,no,0,4,9,3670,1994,0,98077,47.7421,-122.026,251.0899182561308,244.2783502295297
146,809001525,2014-06-25,890000.0,4,1.0,2550,4000,2.0,no,0,3,8,2370,1905,0,98109,47.6354,-122.353,349.01960784313724,433.4011951772738
147,3224079105,2014-08-06,430000.0,2,2.5,2420,60984,2.0,no,0,3,7,2420,2007,0,98027,47.5262,-121.943,177.68595041322314,251.57228867661547
148,8075400570,2014-10-30,258000.0,5,2.0,2260,12500,1.0,no,0,4,8,1130,1960,0,98032,47.3887,-122.286,114.15929203539822,154.21951345168029
149,1994200024,2014-11-04,511000.0,3,1.0,1430,3455,1.0,no,0,3,7,980,1947,0,98103,47.6873,-122.336,357.34265734265733,369.7990484066329
150,3362900810,2014-08-20,532170.0,3,2.0,1360,3090,2.0,no,0,3,8,1360,1990,0,98103,47.6838,-122.353,391.3014705882353,369.7990484066329
151,1324300398,2015-04-09,560000.0,3,1.0,1110,5000,1.5,no,0,3,7,1110,1947,0,98107,47.655,-122.359,504.5045045045045,382.9519753823742
152,537000445,2015-03-31,282950.0,3,1.0,1250,8200,1.0,no,0,4,7,1250,1954,0,98003,47.3255,-122.304,226.36,157.11341446884097
153,7855801670,2015-04-01,2250000.0,4,3.25,5180,19850,2.0,no,3,3,12,3540,2006,0,98006,47.562,-122.162,434.36293436293437,299.0914758506965
154,7920100045,2014-05-16,350000.0,1,1.0,700,5100,1.0,no,0,3,7,700,1942,0,98115,47.679,-122.3,500.0,354.14426149917773
155,8960000030,2014-07-28,215000.0,3,1.0,1180,7669,1.0,no,0,4,7,1180,1967,0,98058,47.4479,-122.176,182.20338983050848,178.20436170206634
156,6388930390,2014-11-20,650000.0,5,3.5,3960,25245,2.0,no,0,3,9,2500,1996,0,98056,47.525,-122.172,164.14141414141415,215.53612655026214
157,8731900200,2014-08-07,320000.0,4,2.75,2640,7500,1.0,no,0,3,8,1620,1967,0,98023,47.3135,-122.369,121.21212121212122,148.91982870319703
158,8029200135,2014-11-13,247000.0,3,2.0,1270,7198,1.5,no,0,3,7,1270,1916,2013,98022,47.2086,-121.996,194.48818897637796,182.1062945278708
159,1081200350,2014-10-03,320000.0,4,1.75,1760,11180,1.0,no,0,4,8,1760,1968,0,98059,47.4715,-122.118,181.8181818181818,207.24234574313533
160,84000105,2014-05-07,255000.0,5,2.25,2060,8632,1.0,no,0,3,7,1030,1962,0,98146,47.4877,-122.335,123.7864077669903,225.49143113532367
161,3756500060,2015-03-09,438000.0,3,1.75,1780,9660,1.0,no,0,3,7,1780,1962,0,98034,47.7171,-122.193,246.06741573033707,265.95224836863713
162,7215720160,2015-03-04,900000.0,3,2.5,3400,16603,2.0,no,0,3,10,3400,2000,0,98075,47.6012,-122.023,264.70588235294116,268.63984611658105
163,3574800520,2014-06-20,441000.0,3,2.75,1910,7280,1.0,no,0,3,7,1160,1979,0,98034,47.7319,-122.224,230.89005235602093,265.95224836863713
164,2617300160,2014-08-12,420000.0,3,2.0,2020,38332,1.0,no,0,4,7,1010,1975,0,98027,47.4582,-122.023,207.92079207920793,251.57228867661547
165,2558660270,2014-12-08,370000.0,3,1.75,1580,7000,1.0,no,0,3,7,1180,1976,0,98034,47.7209,-122.168,234.1772151898734,265.95224836863713
166,2009000370,2015-02-19,269950.0,2,1.75,1340,7250,1.0,no,0,5,5,700,1949,0,98198,47.408,-122.327,201.455223880597,178.42860978855347
167,1836980160,2015-03-24,807100.0,4,2.5,2680,4499,2.0,no,0,3,9,2680,1999,0,98006,47.565,-122.125,301.15671641791045,299.0914758506965
168,3261020370,2014-06-05,653000.0,3,2.5,2680,9750,1.0,no,0,4,8,1610,1979,0,98034,47.7028,-122.231,243.65671641791045,265.95224836863713
169,1755700060,2014-06-11,371500.0,3,2.0,1370,8336,1.0,no,0,5,7,1370,1964,0,98133,47.7458,-122.331,271.1678832116788,253.9714533761577
170,4330600435,2015-03-16,284000.0,3,1.75,1560,21000,1.0,no,0,3,7,1560,1954,0,98166,47.4776,-122.337,182.05128205128204,226.19711961913
171,9542800700,2015-01-02,272000.0,3,1.75,2160,7140,1.0,no,0,4,7,1670,1978,0,98023,47.3026,-122.374,125.92592592592592,148.91982870319703
172,1999700045,2014-05-02,313000.0,3,1.5,1340,7912,1.5,no,0,3,7,1340,1955,0,98133,47.7658,-122.339,233.5820895522388,253.9714533761577
173,1762600070,2015-01-16,917500.0,4,2.5,3880,35003,2.0,no,0,3,10,2570,1984,0,98033,47.6477,-122.182,236.46907216494844,343.16245412587455
